pairName,currentValues,currentTime,localTime,secondaryData,hr1MainSumm,hr1FullSumm,hr1PivotPoints,hr1TechIndicators,hr1MovingAverages
eur_usd,1.1935 -0.0003    -0.03%,20:25:43,2021-06-23 00:26:10.198038,"Prev. Close: 1.1938
Bid/Ask: 1.1934 / 1.1935
Day's Range: 1.1934 - 1.1943",Buy,"Summary:Buy
Moving Averages:NeutralBuy (6)Sell (6)
Technical Indicators:Strong BuyBuy (10)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1926
1.1931
1.1933
1.1938
1.1940
1.1945
1.1947
Fibonacci
1.1931
1.1934
1.1935
1.1938
1.1941
1.1942
1.1945
Camarilla
1.1934
1.1935
1.1935
1.1938
1.1937
1.1937
1.1938
Woodie's
1.1926
1.1931
1.1933
1.1938
1.1940
1.1945
1.1947
DeMark's
-
-
1.1932
1.1938
1.1939
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
62.239
Buy
STOCH(9,6)
74.967
Buy
STOCHRSI(14)
69.274
Buy
MACD(12,26)
0.001
Buy
ADX(14)
38.405
Buy
Williams %R
-26.760
Buy
CCI(14)
54.0498
Buy
ATR(14)
0.0012
Less Volatility
Highs/Lows(14)
0.0004
Buy
Ultimate Oscillator
34.627
Sell
ROC
0.345
Buy
Bull/Bear Power(13)
0.0013
Buy
Buy: 10
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 23, 2021 12:25AM GMT"
gbp_usd,1.3944 -0.0003    -0.03%,20:25:42,2021-06-23 00:26:10.202994,"Prev. Close: 1.3947
Bid/Ask: 1.3943 / 1.3944
Day's Range: 1.3940 - 1.3957",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (8)Sell (4)
Technical Indicators:Strong BuyBuy (10)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3938
1.3943
1.3945
1.3951
1.3953
1.3959
1.3961
Fibonacci
1.3943
1.3946
1.3948
1.3951
1.3954
1.3956
1.3959
Camarilla
1.3947
1.3948
1.3948
1.3951
1.3950
1.3950
1.3951
Woodie's
1.3938
1.3943
1.3945
1.3951
1.3953
1.3959
1.3961
DeMark's
-
-
1.3945
1.3951
1.3953
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
62.040
Buy
STOCH(9,6)
75.240
Buy
STOCHRSI(14)
71.897
Buy
MACD(12,26)
0.002
Buy
ADX(14)
43.378
Buy
Williams %R
-24.561
Buy
CCI(14)
65.2338
Buy
ATR(14)
0.0017
Less Volatility
Highs/Lows(14)
0.0005
Buy
Ultimate Oscillator
42.081
Sell
ROC
0.476
Buy
Bull/Bear Power(13)
0.0015
Buy
Buy: 10
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 23, 2021 12:25AM GMT"
usd_jpy,110.74 +0.10    +0.09%,20:25:43,2021-06-23 00:26:10.206760,"Prev. Close: 110.64
Bid/Ask: 110.73 / 110.74
Day's Range: 110.63 - 110.76",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (8)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.59
110.61
110.63
110.65
110.67
110.69
110.71
Fibonacci
110.61
110.63
110.63
110.65
110.67
110.67
110.69
Camarilla
110.64
110.65
110.65
110.65
110.66
110.66
110.67
Woodie's
110.59
110.61
110.63
110.65
110.67
110.69
110.71
DeMark's
-
-
110.64
110.66
110.68
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
66.050
Buy
STOCH(9,6)
47.037
Neutral
STOCHRSI(14)
45.846
Neutral
MACD(12,26)
0.100
Buy
ADX(14)
30.416
Buy
Williams %R
-16.901
Overbought
CCI(14)
107.2666
Buy
ATR(14)
0.0875
Less Volatility
Highs/Lows(14)
0.0339
Buy
Ultimate Oscillator
58.722
Buy
ROC
0.253
Buy
Bull/Bear Power(13)
0.1230
Buy
Buy: 8
Sell: 0
Neutral: 2


Summary:Strong Buy","Jun 23, 2021 12:25AM GMT"
aud_usd,0.7550 -0.0003    -0.04%,20:25:44,2021-06-23 00:26:10.210534,"Prev. Close: 0.7553
Bid/Ask: 0.7549 / 0.7551
Day's Range: 0.7547 - 0.7561",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (7)Sell (5)
Technical Indicators:Strong BuyBuy (9)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7540
0.7545
0.7550
0.7555
0.7559
0.7565
0.7569
Fibonacci
0.7545
0.7549
0.7551
0.7555
0.7559
0.7561
0.7565
Camarilla
0.7552
0.7553
0.7554
0.7555
0.7556
0.7557
0.7558
Woodie's
0.7540
0.7545
0.7550
0.7555
0.7559
0.7565
0.7569
DeMark's
-
-
0.7553
0.7557
0.7563
-
-","Technical IndicatorsJun 23, 2021 12:23AM GMT
Name
Value
Action
RSI(14)
61.434
Buy
STOCH(9,6)
78.383
Buy
STOCHRSI(14)
81.246
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
46.539
Buy
Williams %R
-21.094
Buy
CCI(14)
71.5608
Buy
ATR(14)
0.0012
Less Volatility
Highs/Lows(14)
0.0007
Buy
Ultimate Oscillator
45.840
Sell
ROC
0.566
Buy
Bull/Bear Power(13)
0.0029
Buy
Buy: 9
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 23, 2021 12:23AM GMT"
eur_gbp,0.8559 +0.0002    +0.02%,20:25:42,2021-06-23 00:26:10.214233,"Prev. Close: 0.8557
Bid/Ask: 0.8557 / 0.8561
Day's Range: 0.8555 - 0.8565",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (1)Sell (6)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8551
0.8553
0.8555
0.8558
0.8560
0.8563
0.8565
Fibonacci
0.8553
0.8555
0.8556
0.8558
0.8560
0.8561
0.8563
Camarilla
0.8556
0.8556
0.8557
0.8558
0.8557
0.8558
0.8558
Woodie's
0.8551
0.8553
0.8555
0.8558
0.8560
0.8563
0.8565
DeMark's
-
-
0.8554
0.8558
0.8559
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
47.211
Neutral
STOCH(9,6)
48.019
Neutral
STOCHRSI(14)
56.285
Buy
MACD(12,26)
-0.000
Sell
ADX(14)
23.986
Sell
Williams %R
-58.182
Sell
CCI(14)
-44.7949
Neutral
ATR(14)
0.0009
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
42.424
Sell
ROC
-0.128
Sell
Bull/Bear Power(13)
-0.0001
Sell
Buy: 1
Sell: 6
Neutral: 4


Summary:Strong Sell","Jun 23, 2021 12:25AM GMT"
usd_cad,1.2312 +0.0007    +0.06%,20:25:43,2021-06-23 00:26:10.218030,"Prev. Close: 1.2305
Bid/Ask: 1.2310 / 1.2314
Day's Range: 1.2301 - 1.2313",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (3)Sell (9)
Technical Indicators:Strong SellBuy (0)Sell (7)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2296
1.2299
1.2304
1.2308
1.2313
1.2317
1.2322
Fibonacci
1.2299
1.2303
1.2305
1.2308
1.2311
1.2313
1.2317
Camarilla
1.2306
1.2306
1.2307
1.2308
1.2309
1.2310
1.2310
Woodie's
1.2296
1.2299
1.2304
1.2308
1.2313
1.2317
1.2322
DeMark's
-
-
1.2301
1.2306
1.2310
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
30.574
Sell
STOCH(9,6)
10.051
Oversold
STOCHRSI(14)
19.458
Oversold
MACD(12,26)
-0.003
Sell
ADX(14)
52.489
Sell
Williams %R
-88.350
Oversold
CCI(14)
-74.1116
Sell
ATR(14)
0.0019
High Volatility
Highs/Lows(14)
-0.0019
Sell
Ultimate Oscillator
49.267
Neutral
ROC
-0.565
Sell
Bull/Bear Power(13)
-0.0043
Sell
Buy: 0
Sell: 7
Neutral: 1


Summary:Strong Sell","Jun 23, 2021 12:25AM GMT"
usd_chf,0.9189 +0.0010    +0.11%,20:25:40,2021-06-23 00:26:10.221727,"Prev. Close: 0.9178
Bid/Ask: 0.9188 / 0.9189
Day's Range: 0.9178 - 0.9189",Neutral,"Summary:Neutral
Moving Averages:BuyBuy (8)Sell (4)
Technical Indicators:Strong SellBuy (1)Sell (6)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9179
0.9181
0.9183
0.9185
0.9187
0.9189
0.9192
Fibonacci
0.9181
0.9182
0.9183
0.9185
0.9187
0.9188
0.9189
Camarilla
0.9186
0.9186
0.9187
0.9185
0.9187
0.9188
0.9188
Woodie's
0.9181
0.9182
0.9185
0.9186
0.9189
0.9190
0.9194
DeMark's
-
-
0.9185
0.9186
0.9189
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
46.339
Neutral
STOCH(9,6)
30.915
Sell
STOCHRSI(14)
48.487
Neutral
MACD(12,26)
-0.001
Sell
ADX(14)
27.478
Sell
Williams %R
-58.333
Sell
CCI(14)
-36.7510
Neutral
ATR(14)
0.0010
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
55.926
Buy
ROC
-0.163
Sell
Bull/Bear Power(13)
-0.0006
Sell
Buy: 1
Sell: 6
Neutral: 4


Summary:Strong Sell","Jun 23, 2021 12:25AM GMT"
nzd_chf,0.6444 -0.0003    -0.04%,20:25:41,2021-06-23 00:26:10.225423,"Prev. Close: 0.6446
Bid/Ask: 0.6440 / 0.6447
Day's Range: 0.6439 - 0.6456",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (9)Sell (3)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6437
0.6441
0.6444
0.6448
0.6451
0.6455
0.6458
Fibonacci
0.6441
0.6444
0.6445
0.6448
0.6451
0.6452
0.6455
Camarilla
0.6445
0.6446
0.6446
0.6448
0.6448
0.6448
0.6449
Woodie's
0.6437
0.6441
0.6444
0.6448
0.6451
0.6455
0.6458
DeMark's
-
-
0.6446
0.6449
0.6453
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
58.131
Buy
STOCH(9,6)
67.786
Buy
STOCHRSI(14)
33.256
Sell
MACD(12,26)
0.001
Buy
ADX(14)
50.330
Buy
Williams %R
-32.433
Buy
CCI(14)
45.5299
Neutral
ATR(14)
0.0010
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
49.415
Neutral
ROC
0.319
Buy
Bull/Bear Power(13)
0.0014
Buy
Buy: 7
Sell: 1
Neutral: 3


Summary:Strong Buy","Jun 23, 2021 12:25AM GMT"
usd_cny,6.4813 +0.0000    +0.00%,17:00:02,2021-06-23 00:26:10.229604,"Prev. Close: 6.4813
Bid/Ask: 6.4811 / 6.4814
Day's Range: 6.4813 - 6.4813",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (8)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4739
6.4749
6.4757
6.4767
6.4775
6.4785
6.4792
Fibonacci
6.4749
6.4756
6.4760
6.4767
6.4774
6.4778
6.4785
Camarilla
6.4760
6.4762
6.4763
6.4767
6.4767
6.4768
6.4770
Woodie's
6.4739
6.4749
6.4757
6.4767
6.4775
6.4785
6.4792
DeMark's
-
-
6.4753
6.4765
6.4771
-
-","Technical IndicatorsJun 22, 2021 09:15PM GMT
Name
Value
Action
RSI(14)
73.157
Buy
STOCH(9,6)
77.458
Buy
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.006
Buy
ADX(14)
37.319
Buy
Williams %R
0.000
Overbought
CCI(14)
118.4125
Buy
ATR(14)
0.0029
Less Volatility
Highs/Lows(14)
0.0082
Buy
Ultimate Oscillator
77.698
Overbought
ROC
0.318
Buy
Bull/Bear Power(13)
0.0097
Buy
Buy: 8
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 22, 2021 09:15PM GMT"
usd_hkd,7.7656 -0.0011    -0.01%,20:26:00,2021-06-23 00:26:10.233295,"Prev. Close: 7.7667
Bid/Ask: 7.7655 / 7.7657
Day's Range: 7.7655 - 7.7669",Neutral,"Summary:Neutral
Moving Averages:NeutralBuy (6)Sell (6)
Technical Indicators:SellBuy (3)Sell (5)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7655
7.7658
7.7662
7.7665
7.7669
7.7672
7.7675
Fibonacci
7.7658
7.7661
7.7662
7.7665
7.7668
7.7669
7.7672
Camarilla
7.7662
7.7663
7.7663
7.7665
7.7665
7.7665
7.7666
Woodie's
7.7653
7.7657
7.7660
7.7664
7.7667
7.7671
7.7673
DeMark's
-
-
7.7659
7.7664
7.7666
-
-","Technical IndicatorsJun 23, 2021 12:25AM GMT
Name
Value
Action
RSI(14)
45.138
Neutral
STOCH(9,6)
64.180
Buy
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
0.000
Buy
ADX(14)
31.226
Sell
Williams %R
-88.219
Oversold
CCI(14)
-81.8792
Sell
ATR(14)
0.0004
Less Volatility
Highs/Lows(14)
-0.0006
Sell
Ultimate Oscillator
44.896
Sell
ROC
0.001
Buy
Bull/Bear Power(13)
-0.0001
Sell
Buy: 3
Sell: 5
Neutral: 1


Summary:Sell","Jun 23, 2021 12:25AM GMT"
