pairName,currentValues,currentTime,localTime,secondaryData,hr1MainSumm,hr1FullSumm,hr1PivotPoints,hr1TechIndicators,hr1MovingAverages
eur_usd,1.1895 -0.0020    -0.17%,02:09:42,2021-06-22 06:10:09.745383,"Prev. Close: 1.1915
Bid/Ask: 1.1893 / 1.1897
Day's Range: 1.1892 - 1.1921",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (1)Sell (7)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1875
1.1884
1.1889
1.1897
1.1902
1.1910
1.1915
Fibonacci
1.1884
1.1889
1.1892
1.1897
1.1902
1.1905
1.1910
Camarilla
1.1888
1.1890
1.1891
1.1897
1.1893
1.1894
1.1896
Woodie's
1.1871
1.1882
1.1885
1.1895
1.1898
1.1908
1.1911
DeMark's
-
-
1.1886
1.1896
1.1899
-
-","Technical IndicatorsJun 22, 2021 06:07AM GMT
Name
Value
Action
RSI(14)
43.855
Sell
STOCH(9,6)
38.804
Sell
STOCHRSI(14)
5.616
Oversold
MACD(12,26)
0.000
Buy
ADX(14)
34.420
Sell
Williams %R
-93.332
Oversold
CCI(14)
-204.0879
Oversold
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
-0.0013
Sell
Ultimate Oscillator
40.390
Sell
ROC
-0.214
Sell
Bull/Bear Power(13)
-0.0011
Sell
Buy: 1
Sell: 7
Neutral: 0


Summary:Strong Sell","Jun 22, 2021 06:07AM GMT"
gbp_usd,1.3903 -0.0027    -0.19%,02:09:42,2021-06-22 06:10:09.749189,"Prev. Close: 1.3929
Bid/Ask: 1.3902 / 1.3903
Day's Range: 1.3892 - 1.3939",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (3)Sell (9)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3869
1.3880
1.3888
1.3899
1.3906
1.3918
1.3925
Fibonacci
1.3880
1.3888
1.3892
1.3899
1.3906
1.3910
1.3918
Camarilla
1.3890
1.3892
1.3893
1.3899
1.3897
1.3898
1.3900
Woodie's
1.3867
1.3879
1.3886
1.3898
1.3904
1.3917
1.3923
DeMark's
-
-
1.3884
1.3897
1.3903
-
-","Technical IndicatorsJun 22, 2021 06:07AM GMT
Name
Value
Action
RSI(14)
52.390
Neutral
STOCH(9,6)
33.538
Sell
STOCHRSI(14)
13.239
Oversold
MACD(12,26)
0.001
Buy
ADX(14)
46.554
Sell
Williams %R
-78.494
Sell
CCI(14)
-124.6235
Sell
ATR(14)
0.0011
Less Volatility
Highs/Lows(14)
-0.0013
Sell
Ultimate Oscillator
41.078
Sell
ROC
-0.187
Sell
Bull/Bear Power(13)
-0.0017
Sell
Buy: 1
Sell: 8
Neutral: 1


Summary:Strong Sell","Jun 22, 2021 06:07AM GMT"
usd_jpy,110.50 +0.20    +0.18%,02:09:42,2021-06-22 06:10:09.751843,"Prev. Close: 110.30
Bid/Ask: 110.49 / 110.50
Day's Range: 110.22 - 110.53",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.36
110.39
110.43
110.46
110.50
110.53
110.57
Fibonacci
110.39
110.42
110.43
110.46
110.49
110.50
110.53
Camarilla
110.46
110.46
110.47
110.46
110.48
110.49
110.49
Woodie's
110.36
110.39
110.43
110.46
110.50
110.53
110.57
DeMark's
-
-
110.44
110.47
110.51
-
-","Technical IndicatorsJun 22, 2021 06:07AM GMT
Name
Value
Action
RSI(14)
67.004
Buy
STOCH(9,6)
67.300
Buy
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.080
Buy
ADX(14)
68.677
Buy
Williams %R
-6.757
Overbought
CCI(14)
190.5320
Buy
ATR(14)
0.0864
Less Volatility
Highs/Lows(14)
0.1182
Buy
Ultimate Oscillator
57.002
Buy
ROC
0.309
Buy
Bull/Bear Power(13)
0.2900
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 22, 2021 06:07AM GMT"
aud_usd,0.7510 -0.0025    -0.33%,02:09:41,2021-06-22 06:10:09.754376,"Prev. Close: 0.7535
Bid/Ask: 0.7509 / 0.7511
Day's Range: 0.7507 - 0.7546",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7489
0.7498
0.7504
0.7513
0.7518
0.7528
0.7533
Fibonacci
0.7498
0.7504
0.7507
0.7513
0.7519
0.7522
0.7528
Camarilla
0.7504
0.7505
0.7507
0.7513
0.7509
0.7511
0.7512
Woodie's
0.7485
0.7496
0.7500
0.7511
0.7514
0.7526
0.7529
DeMark's
-
-
0.7500
0.7511
0.7515
-
-","Technical IndicatorsJun 22, 2021 06:08AM GMT
Name
Value
Action
RSI(14)
43.160
Sell
STOCH(9,6)
20.554
Sell
STOCHRSI(14)
1.843
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
28.686
Sell
Williams %R
-94.936
Oversold
CCI(14)
-128.0033
Sell
ATR(14)
0.0009
Less Volatility
Highs/Lows(14)
-0.0016
Sell
Ultimate Oscillator
33.207
Sell
ROC
-0.372
Sell
Bull/Bear Power(13)
-0.0021
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell","Jun 22, 2021 06:08AM GMT"
eur_gbp,0.8556 +0.0008    +0.09%,02:09:42,2021-06-22 06:10:09.756956,"Prev. Close: 0.8548
Bid/Ask: 0.8554 / 0.8557
Day's Range: 0.8549 - 0.8563",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:SellBuy (2)Sell (5)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8551
0.8554
0.8556
0.8559
0.8561
0.8564
0.8567
Fibonacci
0.8554
0.8556
0.8557
0.8559
0.8561
0.8562
0.8564
Camarilla
0.8557
0.8557
0.8558
0.8559
0.8559
0.8560
0.8560
Woodie's
0.8551
0.8554
0.8556
0.8559
0.8561
0.8564
0.8567
DeMark's
-
-
0.8558
0.8560
0.8563
-
-","Technical IndicatorsJun 22, 2021 06:09AM GMT
Name
Value
Action
RSI(14)
39.632
Sell
STOCH(9,6)
68.571
Buy
STOCHRSI(14)
71.101
Buy
MACD(12,26)
-0.001
Sell
ADX(14)
28.778
Sell
Williams %R
-53.572
Neutral
CCI(14)
16.0145
Neutral
ATR(14)
0.0006
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
50.619
Neutral
ROC
-0.029
Sell
Bull/Bear Power(13)
-0.0005
Sell
Buy: 2
Sell: 5
Neutral: 4


Summary:Sell","Jun 22, 2021 06:09AM GMT"
usd_cad,1.2386 +0.0027    +0.21%,02:09:42,2021-06-22 06:10:09.759470,"Prev. Close: 1.2359
Bid/Ask: 1.2385 / 1.2386
Day's Range: 1.2355 - 1.2387",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (9)Sell (3)
Technical Indicators:Strong BuyBuy (6)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2359
1.2366
1.2374
1.2380
1.2388
1.2394
1.2402
Fibonacci
1.2366
1.2371
1.2374
1.2380
1.2386
1.2389
1.2394
Camarilla
1.2379
1.2380
1.2382
1.2380
1.2384
1.2386
1.2387
Woodie's
1.2361
1.2367
1.2376
1.2381
1.2390
1.2395
1.2404
DeMark's
-
-
1.2378
1.2382
1.2392
-
-","Technical IndicatorsJun 22, 2021 06:09AM GMT
Name
Value
Action
RSI(14)
45.999
Neutral
STOCH(9,6)
71.314
Buy
STOCHRSI(14)
94.056
Overbought
MACD(12,26)
-0.001
Sell
ADX(14)
42.033
Buy
Williams %R
-15.491
Overbought
CCI(14)
129.8137
Buy
ATR(14)
0.0011
Less Volatility
Highs/Lows(14)
0.0006
Buy
Ultimate Oscillator
50.152
Neutral
ROC
0.146
Buy
Bull/Bear Power(13)
0.0004
Buy
Buy: 6
Sell: 1
Neutral: 2


Summary:Strong Buy","Jun 22, 2021 06:09AM GMT"
usd_chf,0.9206 +0.0028    +0.31%,02:09:36,2021-06-22 06:10:09.761986,"Prev. Close: 0.9178
Bid/Ask: 0.9204 / 0.9208
Day's Range: 0.9176 - 0.9210",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (8)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9185
0.9191
0.9199
0.9204
0.9212
0.9217
0.9225
Fibonacci
0.9191
0.9196
0.9199
0.9204
0.9209
0.9212
0.9217
Camarilla
0.9204
0.9205
0.9206
0.9204
0.9209
0.9210
0.9211
Woodie's
0.9187
0.9192
0.9201
0.9205
0.9214
0.9218
0.9227
DeMark's
-
-
0.9202
0.9206
0.9215
-
-","Technical IndicatorsJun 22, 2021 06:09AM GMT
Name
Value
Action
RSI(14)
58.520
Buy
STOCH(9,6)
65.673
Buy
STOCHRSI(14)
92.970
Overbought
MACD(12,26)
-0.000
Sell
ADX(14)
39.885
Buy
Williams %R
-11.765
Overbought
CCI(14)
171.8269
Buy
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
0.0013
Buy
Ultimate Oscillator
57.288
Buy
ROC
0.267
Buy
Bull/Bear Power(13)
0.0013
Buy
Buy: 8
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 22, 2021 06:09AM GMT"
nzd_chf,0.6414 +0.0003    +0.05%,02:09:42,2021-06-22 06:10:09.764456,"Prev. Close: 0.6411
Bid/Ask: 0.6411 / 0.6417
Day's Range: 0.6407 - 0.6424",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (0)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6397
0.6403
0.6409
0.6415
0.6421
0.6427
0.6434
Fibonacci
0.6403
0.6408
0.6410
0.6415
0.6420
0.6422
0.6427
Camarilla
0.6411
0.6412
0.6413
0.6415
0.6416
0.6417
0.6418
Woodie's
0.6397
0.6403
0.6409
0.6415
0.6421
0.6427
0.6434
DeMark's
-
-
0.6405
0.6413
0.6417
-
-","Technical IndicatorsJun 22, 2021 06:09AM GMT
Name
Value
Action
RSI(14)
46.570
Neutral
STOCH(9,6)
38.785
Sell
STOCHRSI(14)
11.581
Oversold
MACD(12,26)
0.000
Neutral
ADX(14)
30.392
Sell
Williams %R
-69.229
Sell
CCI(14)
-72.8491
Sell
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
-0.0000
Sell
Ultimate Oscillator
48.819
Sell
ROC
-0.132
Sell
Bull/Bear Power(13)
-0.0011
Sell
Buy: 0
Sell: 8
Neutral: 2


Summary:Strong Sell","Jun 22, 2021 06:09AM GMT"
usd_cny,6.4680 +0.0021    +0.03%,02:09:41,2021-06-22 06:10:09.766945,"Prev. Close: 6.4659
Bid/Ask: 6.4677 / 6.4683
Day's Range: 6.4586 - 6.4702",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4613
6.4632
6.4664
6.4683
6.4715
6.4734
6.4767
Fibonacci
6.4632
6.4651
6.4663
6.4683
6.4703
6.4715
6.4734
Camarilla
6.4681
6.4686
6.4691
6.4683
6.4700
6.4705
6.4710
Woodie's
6.4619
6.4635
6.4670
6.4686
6.4721
6.4737
6.4773
DeMark's
-
-
6.4673
6.4688
6.4724
-
-","Technical IndicatorsJun 22, 2021 06:09AM GMT
Name
Value
Action
RSI(14)
62.561
Buy
STOCH(9,6)
52.028
Neutral
STOCHRSI(14)
34.778
Sell
MACD(12,26)
0.005
Buy
ADX(14)
24.933
Buy
Williams %R
-25.100
Buy
CCI(14)
57.2469
Buy
ATR(14)
0.0028
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
49.804
Neutral
ROC
0.012
Buy
Bull/Bear Power(13)
0.0080
Buy
Buy: 7
Sell: 1
Neutral: 3


Summary:Strong Buy","Jun 22, 2021 06:09AM GMT"
usd_hkd,7.7652 +0.0003    +0.00%,02:09:26,2021-06-22 06:10:09.769415,"Prev. Close: 7.7648
Bid/Ask: 7.7650 / 7.7653
Day's Range: 7.7636 - 7.7656",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7649
7.7650
7.7651
7.7653
7.7654
7.7656
7.7657
Fibonacci
7.7650
7.7651
7.7652
7.7653
7.7654
7.7655
7.7656
Camarilla
7.7652
7.7652
7.7652
7.7653
7.7653
7.7653
7.7653
Woodie's
7.7649
7.7650
7.7651
7.7653
7.7654
7.7656
7.7657
DeMark's
-
-
7.7652
7.7653
7.7655
-
-","Technical IndicatorsJun 22, 2021 06:09AM GMT
Name
Value
Action
RSI(14)
59.018
Buy
STOCH(9,6)
65.832
Buy
STOCHRSI(14)
89.020
Overbought
MACD(12,26)
0.000
Buy
ADX(14)
21.506
Buy
Williams %R
-20.000
Overbought
CCI(14)
92.1665
Buy
ATR(14)
0.0006
High Volatility
Highs/Lows(14)
0.0001
Buy
Ultimate Oscillator
57.616
Buy
ROC
0.008
Buy
Bull/Bear Power(13)
0.0003
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 22, 2021 06:09AM GMT"
